Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
259451100,7290,323102,LaFlorida,Casaenjardinesdelaviña,3,2,110,239,4,9632015,Unne
327428000,9200,407756,Peñalolén,AvenidaConsistorial,4,3,120,239,2,9355654,Kasalu Propiedades
587235000,16500,731301,Vitacura,rotondaIreneFrei,4,3,158,239,2,5692196,Alto Andes
155000000,4355,193026,PuenteAlto,MarcosPerez,2,2,239,239,2,7112295,Urbalia
202863000,5700,252631,LaFlorida,LaAraucania,5,1,180,239,1,11091074,Nexxos
190406500,5350,237119,Independencia,PasajeLeonorCepeda,5,2,120,240,,9679579,Hudson Propiedades
252689000,7100,314681,LaFlorida,EnriqueOlivaresconAlicahue,4,2,100,240,2,10697355,
247350500,6950,308033,Buin,CamiloBerriosQuintanilla,3,3,112,240,2,7970036,Propiedades Abarca
403590600,11340,502603,Vitacura,LeoconApoloCinco,4,2,129,240,,12163559,Invictus Spa
350561500,9850,436565,Vitacura,Virgo/sscc,3,2,88,240,,12143891,Viel Propiedades dos Ltda.
836365000,23500,1041550,Vitacura,LasHualtatas-GeronimodeAlderete,4,3,145,240,3,12105565,Cata Brochet
836365000,23500,1041550,Vitacura,LasHualtatas-GeronimodeAldereteD,4,3,145,240,3,12105324,Cata Brochet
516055000,14500,642659,LoBarnechea,CaminoElYunque,4,4,150,240,2,12088782,Cata Brochet
366577000,10300,456509,LasCondes,FlorencioBarrios/Cañumanqui,3,2,80,240,2,11086325,ProUrbe Manquehue
1103290000,31000,1373960,LaReina,Helsby,5,4,240,240,,11987478,Corredores Asociados - OpenBrokers
345899210,9719,430759,Santiago,erasmoescala,5,4,240,240,1,11947361,Corredores Asociados - OpenBrokers
444875000,12500,554016,LaReina,LaQuintrala,5,3,133,240,1,8953144,Corredores Independientes
366577000,10300,456509,LasCondes,Alonsodecamargo,3,2,80,240,,8112674,Nativo Propiedades
487583000,13700,607202,Vitacura,!!serecibenofertas¡¡/manquehueluispasteur,3,2,110,240,1,7705520,Propiedades Jose Fco. Montalva y Cía. Ltda.
175000000,4917,217933,PuenteAlto,Luismattelarrain-avda.Conchaytoro,4,1,120,240,3,8614029,Unne
338105000,9500,421052,LasCondes,Oportunidad!!!manquehue,4,2,114,240,1,7933568,Nativo Propiedades
427080000,12000,531856,LasCondes,Metrolosdominicos/av.Lascondes/lorenzodemédicis,4,3,160,240,4,10364719,Grupo Inovo
275000000,7727,342466,Peñalolén,Casacon4d+4b+bodega,4,4,150,240,,9238567,Corredorpro Spa
444875000,12500,554016,LaReina,MateodeToroyZambrano,5,2,200,240,1,7135419,Houm
290000000,8148,361146,Santiago,RicardoCummings/SantaMonica,5,3,250,240,1,5660697,Jaime Moris Propiedades (Providencia)
508937000,14300,633795,LasCondes,PadreErrázuriz,4,4,120,240,2,5542518,Houm
305006300,8570,379833,Huechuraba,AvenidaElSauce,4,4,140,240,3,8328349,Kasalu Propiedades
149122100,4190,185706,Colina,HayaAustral,3,3,240,240,2,11289576,Nexxos
252689000,7100,314681,Buin,CamiloBerriosQuintanilla,4,3,122,240,2,10065229,Houm
245820130,6907,306127,PuenteAlto,CondominioLaDehesaDeLaViñaPuenteAlto,6,5,140,240,,8085508,Unne
427080000,12000,531856,Buin,Ttemerino,4,4,140,240,3,10050932,Houm
160155000,4500,199446,Maipú,LosGenerales/Av.Sur,4,1,100,240,2,9672180,Unne
551645000,15500,686980,LaReina,Beenjaminsubercaseauonofrejarpa,4,4,196,240,8,10494587,Unne
145000000,4074,180573,Recoleta,UruguayYC58042/SanJosé,4,2,116,240,,7072540,Propiedades Centro Santiago SPA
480465000,13500,598337,LasCondes,Avda.FranciscoBilbao,3,2,150,240,2,11561457,Propital
185000000,5198,230386,EstaciónCentral,Camilohenriquezvillajosecardijin,3,1,240,240,1,11556910,Easyprop
444875000,12500,554016,LaReina,MateodeToroyZambrano/PríncipedeGales,5,2,200,240,1,7057655,Sucursal El Bosque Sur
160000000,4496,199253,LaCisterna,entrecopihuesylosaromos,4,2,125,240,2,6830328,Unne
140000000,3934,174346,SanJoaquín,MA-CasaVarasMenaconJuanPlanas130/240m2,3,2,103,240,2,11159954,Nexxos
551645000,15500,686980,Vitacura,Oportunidad/plenopolopasaje,3,3,140,240,,11139029,Nexxos
516055000,14500,642659,LasCondes,PadreErrazuriz/LucasdelaRobbia,3,3,159,240,2,11157061,Nexxos
379999990,10677,473225,Santiago,MiguelLeonPrado,7,2,219,240,,10761576,Unne
248774100,6990,309806,LaFlorida,LongitudinalNorteLaFlorida,3,2,125,240,3,11137025,Nexxos
145000000,4074,180573,SanBernardo,SantaInesAv.Central,3,2,90,240,3,9031804,Mi Llave
117624950,3305,146482,EstaciónCentral,TehuacoentreOfquiyCoyhaique,5,2,134,240,3,11167375,Nexxos
430000000,12082,535492,Providencia,California,3,2,145,240,1,11108472,Nexxos
508937000,14300,633795,LasCondes,PadreErrazuriz,4,4,120,240,2,8050872,Easyprop
430639000,12100,536288,Vitacura,NicolasGogol1578Vitacura,4,2,81,240,,11469387,Easyprop
224217000,6300,279224,PuenteAlto,CabernetesqLasPalmas,5,3,150,240,1,11462486,Unne
140000000,3934,174346,LaFlorida,Pasaje1,4,2,100,240,1,11450815,Urbalia
256248000,7200,319113,LaFlorida,MiradordelosAndes,4,2,100,240,,11445414,Easyprop
359000000,10087,447073,Vitacura,RaoulDuffy7080,4,2,150,240,2,11425457,
220000000,6182,273973,Peñalolén,CamiloMori/Tobalaba,3,3,88,240,3,7692570,Jorge Pablo Caro Propiedades
298956000,8400,372299,Macul,FedericoGana/JuanGuzmanCruchaga,3,3,240,240,4,11040500,Unne
155000000,4355,193026,Talagante,PaulaJaraquemada/MonseñorLarrain,8,3,250,240,,7178041,Propiedades Centro Santiago SPA
434198000,12200,540720,Vitacura,Loscastaños,4,2,88,240,2,9653107,Easyprop
220000000,6182,273973,Peñalolén,ElValle/LosPresidentes,3,3,88,240,3,7692536,Jorge Pablo Caro Propiedades
209981000,5900,261496,Maipú,LuisGandarillasconprimeratransversal,5,3,130,240,1,10417910,Unne
110329000,3100,137396,LaGranja,Avcardenalraulsilvahenriquezag/sangregorio,2,1,80,240,1,5413564,Propiedades Centro Santiago SPA
266925000,7500,332410,Buin,JorgeValdesPerez3139,3,3,138,240,2,7612465,
120000000,3372,149440,Pudahuel,RicardoVial8444,3,1,120,240,2,7793760,
256390360,7204,319291,PuenteAlto,CondominioJardinesdeLasVizcachas,3,3,170,240,4,8202442,
160000000,4496,199253,LaFlorida,HermosaCasaLaFloridaMetroTrinidad,5,2,165,240,1,6134236,AArgomedo Propiedades
250000000,7024,311333,PuenteAlto,CondominioJardinesdeLasVizcachas,4,3,,240,3,7808481,Margarita Leiva Catalan
265536990,7461,330681,PuenteAlto,CondominioJardinesdeLasVizcachas,4,3,,240,3,7740110,Margarita Leiva Catalan
286499500,8050,356786,Peñalolén,ElOlivillo5956,5,3,131,241,1,5311878,Arévalo Propiedades
480109100,13490,597894,LaReina,ValenzuelaPuelma,4,4,139,241,3,11978983,Nexxos
241656100,6790,300942,EstaciónCentral,Callearica/5deabril,4,3,110,241,,10628854,Mauricio Pino Propiedades
194900000,5476,242715,PuenteAlto,JardindelEste,3,2,118,241,,6099524,Sucursal El Bosque Sur
306074000,8600,381163,LaFlorida,WalkerMartinez-GertrudisEcheñique,5,3,148,241,3,11441583,Propital
234894000,6600,292521,PuenteAlto,CaminodelAgua,3,2,118,241,3,5841437,Prourbano Agentes Inmobiliarios
222437500,6250,277008,Maipú,Ampliacasa-pasajecerrado5d+2baraucomaipu,5,2,120,242,2,12314712,Easyprop
427080000,12000,531856,LasCondes,avda.padrehurtado,3,3,133,242,,12184966,Agustín Fuenzalida Propiedades
242012000,6800,301385,Quilicura,ValleLoCampino,3,3,111,242,2,10084440,
427080000,12000,531856,LasCondes,Portallareina,3,3,133,242,2,9752140,Mi Llave
193000000,5423,240349,PuenteAlto,AvenidaParquedelEste,4,2,114,242,1,11384922,Nexxos
427080000,12000,531856,LasCondes,Portallareina,3,2,133,242,2,7692212,Sucursal Cantagallo
128124000,3600,159557,EstaciónCentral,AvenidaLasParcelas,3,1,59,243,2,10257635,Propiedadesrs
218000000,6125,271482,LoPrado,Sanpablo,4,2,164,243,2,11354975,Nexxos
180000000,5058,224159,EstaciónCentral,entreevangelistayralun,4,2,90,243,1,10842880,Unne
160155000,4500,199446,Lampa,ElAlbaconCaminoDelSol,4,3,123,243,2,11100540,Nexxos
307853500,8650,383379,Peñalolén,QuebradadeMacul8100,3,3,106,244,1,12048111,Corredores Asociados - OpenBrokers
307853500,8650,383379,Peñalolén,QuebradadeMacul8100,3,3,106,244,1,12048081,Corredores Asociados - OpenBrokers
565881000,15900,704709,Colina,CondominioLaReserva,3,2,244,244,2,11945426,Looff Propiedades
275822500,7750,343490,Huechuraba,Santamarta2567,3,3,106,244,,7506513,Unne
533850000,15000,664819,LasCondes,tezcuco,4,4,143,244,2,11254401,Todo Propiedades
220658000,6200,274792,SanBernardo,AvenidadelManantial18516,3,3,122,244,2,11219110,Todo Propiedades
125000000,3512,155666,Recoleta,Recoleta,4,2,100,245,6,12322129,Agente Propiedades
291838000,8200,363435,Ñuñoa,MontenegroconEmiliaTéllez,4,2,100,245,2,11927058,Ralv Gestión Inmobiliaria
410000000,11520,510585,LaCisterna,goycolea724,5,2,245,245,6,11818646,Adb Administradora De Bienes Y Servicios
410000000,11520,510585,LaCisterna,goycolea724,5,2,245,245,6,10962680,Adb Administradora De Bienes Y Servicios
206422000,5800,257064,Quilicura,Jorgeguzman0186,4,2,120,245,2,8664047,Easyprop
307497600,8640,382936,Maipú,ProverbiosNorte,3,3,150,245,3,9410471,Houm
310000000,8710,386052,Peñalolén,¡oportunidad!/av.Consistorial,3,3,150,245,,6643218,Alonso Baeza Rivera y Cía. Ltda.
711444100,19990,885983,Peñalolén,Peñalolén,3,2,200,245,6,9378892,Agente Propiedades
451993000,12700,562880,LaReina,LaReina,5,4,170,245,3,8814861,Agente Propiedades
140580500,3950,175069,Tiltil,AvenidaLasCimas,3,3,116,245,4,9580917,Unne
125000000,3512,155666,PedroAguirreCerda,PedroAguirreCerda,6,2,85,245,7,9090777,Agente Propiedades
177238200,4980,220720,SanMiguel,CuartaTransversal,3,2,195,245,1,10510828,Unne
462670000,13000,576177,LasCondes,LasCondes,3,3,108,245,2,8815061,Agente Propiedades
255000000,7165,317559,Independencia,Carrion/Vivaceta-Independencia,6,2,160,245,2,10793198,Mauricio Pino Propiedades
410000000,11520,510585,Ñuñoa,Pucara/MetroSimónBolívar,3,2,114,246,2,10919268,Sucursal El Bosque Sur
220000000,6182,273973,LasCondes,AvenidaPadreHurtadoSur/PaulHarris,3,1,102,246,1,8127429,Propiedades Ricardo Vial y Cia. Ltda.
185000000,5198,230386,Independencia,LosÁngeles&CarlosMedina,3,1,101,246,2,11705219,Grupo Premium Propiedades Santiago
373695000,10500,465374,Santiago,ArzobispoGonzález/Catedral,5,3,267,246,2,10973779,Jorge Pablo Caro Propiedades
455552000,12800,567313,Santiago,Lineco,3,2,140,246,3,11549582,
150000000,4215,186800,QuintaNormal,NuevaImperial,2,1,96,247,1,11933894,Cgs Corretaje Inmobiliario Spa
208201500,5850,259280,Quilicura,EduardoMaira,3,2,145,247,4,8176688,Margarita Leiva Catalan
569440000,16000,709141,Colina,LoArcaya,4,4,5000,247,7,6414550,Unne
208201500,5850,259280,Quilicura,CercaAvlomarcoleta,3,2,167,247,,11093564,Nexxos
586167300,16470,729972,Vitacura,BartolomedeLasCasas/CandelariaGoyenechea,4,3,133,247,,8093313,Jorge Pablo Caro Propiedades
391490000,11000,487534,Providencia,MiguelClaro1950,4,2,229,248,2,9542577,Sucasa Gestión Inmobiliaria
11057,0,14,Providencia,MiguelClaroconSantaIsabelProvidencia,3,2,229,248,2,10929361,Sucasa Gestión Inmobiliaria
65000000,1826,80946,IsladeMaipo,pasajecolonial272,4,1,68,248,1,12056970,Easyprop
544882900,15310,678559,Ñuñoa,EstaciondemetroÑuñoa,6,4,348,248,2,11062214,ProUrbe Manquehue
533850000,15000,664819,Providencia,Pocuro/amapolas,6,3,230,248,,8896934,Propiedades Ricardo Vial y Cia. Ltda.
159000000,4468,198007,LaCisterna,Metroelparron,3,3,134,248,2,11601034,Unne
238097100,6690,296509,LaFlorida,Altomaculla,3,3,121,248,1,11277504,Todo Propiedades
200000000,5620,249066,LoBarnechea,Casa1PisoenLaDehesa,3,2,77,248,,10541455,Corretajes Prosal
82000000,2304,102117,CerroNavia,PedroUrriola,4,2,120,248,2,9328796,
224217000,6300,279224,Colina,ApatacalYC60545/BrisasNorte,3,3,92,249,,9077692,Propiedades Centro Santiago SPA
190000000,5339,236613,Lampa,Vallegrande,4,3,106,249,,9614301,Unne
305718100,8590,380720,Huechuraba,ElSauce,4,4,140,250,3,11429525,Giordano Propiedades
160000000,4496,199253,Recoleta,Av.Valdivieso640,6,3,,250,,10971135,Alessandro Matteucci Cajas
409285000,11500,509695,LaReina,PríncipedeGales,5,4,150,250,2,10953746,
240000000,6743,298879,Santiago,Carmen/Barretos,5,3,190,250,1,8677225,
220000000,6182,273973,Conchalí,MAP-SevendeHermosayampliacasa5H,5,2,182,250,4,12335276,Easyprop
391490000,11000,487534,Providencia,Gral.Salvo/Almte,5,7,1327,250,,12312535,Viel Propiedades dos Ltda.
444875000,12500,554016,LasCondes,Anamaríacarrera/jorgevi,3,2,115,250,,12292536,Bofill y  Asociados Ltda
517300650,14535,644210,Vitacura,ColegioSagradosCorazonesdeManquehue,5,1,15951,250,3,12292519,Bofill y  Asociados Ltda
204393370,5743,254537,Peñalolén,GreciaconTobalaba,4,4,267,250,,12221224,Bofill y  Asociados Ltda
540968000,15200,673684,LasCondes,EntreBulnesCorreayLasVertientes,6,4,190,250,,12193906,Bofill y  Asociados Ltda
704682000,19800,877562,LasCondes,Santamagdalenasofiaconapoquindo,6,4,190,250,2,12148804,OSSANDON CORREDORES ASOCIADOS S.A.
355900000,10000,443213,LasCondes,Rotondaatenas,3,2,90,250,2,12148626,OSSANDON CORREDORES ASOCIADOS S.A.
658415000,18500,819944,Vitacura,Colegiomanquehue-sanestebanestadiocroata,4,4,180,250,2,12113284,Cata Brochet
159000000,4468,198007,LaCisterna,Metroelparron,4,2,135,250,2,12050656,Propital
255927690,7191,318714,Peñalolén,Quebradademacul7859,4,3,112,250,1,12041451,Mi Llave
519614000,14600,647091,LasCondes,EstadioEspañol,3,3,140,250,2,12039586,Cata Brochet
120000000,3372,149440,Renca,plazaderenca,4,2,180,250,2,9373421,Mi Llave
818570000,23000,1019390,LasCondes,AvLaplaza961,5,5,205,250,2,11976151,Corredores Asociados - OpenBrokers
498260000,14000,620498,Colina,condominiolareserva,4,4,250,250,2,11944371,Looff Propiedades
384372000,10800,478670,LaReina,VicentePérezRosales,4,4,140,250,2,11939487,Corredores Asociados - OpenBrokers
779421000,21900,970636,Colina,Chicureocentral/CerroLaPava,4,4,250,250,4,11758587,Looff Propiedades
220000000,6182,273973,LaFlorida,MetroRojasmagallanes,3,2,190,250,,11453984,Propital
562322000,15800,700276,LasCondes,MartindeZamora,4,3,170,250,,11082145,Nexxos
637061000,17900,793351,Vitacura,Vitacura,3,4,250,250,1,8327528,Kasalu Propiedades
101431500,2850,126316,Cerrillos,VentaCasa4DormitoriosCerrillos,4,1,88,250,,10692096,Invierte Propiedades
373695000,10500,465374,LasCondes,JumboBilbao-MetroBilbao/ColegioIgnacio-SanGabriel-IsabelCatolica,3,3,140,250,2,10647349,Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
772303000,21700,961772,Santiago,zapallar,4,4,250,250,,10979159,Labbe &  Pollier
75000000,2107,93400,Maipú,Casade1PisoenCamposdeBatalla,3,1,64,250,,4073176,Corretajes Prosal
145919000,4100,181717,PuenteAlto,CalleCorregidorPoniente/CalleIndependencia,3,2,120,250,,8739298,Procasa Adrián Ulloa Propiedades
117447000,3300,146260,LaCisterna,Propiedaddematerialligero,4,1,92,250,2,9350581,Easyprop
165000000,4636,205479,PadreHurtado,PrimeraTransversalconelTrebol,2,1,70,250,,9359375,Unne
314046160,8824,391091,Peñalolén,QuebradadeMacul-BosquesNativas,5,3,140,250,,6411260,Unne
150000000,4215,186800,Independencia,Grancasade4habitacionesenindependencia,4,1,100,250,,10659700,Unne
220658000,6200,274792,Quilicura,DoctorRenéAnzieta,5,3,160,250,2,6331601,Houm
160000000,4496,199253,Lampa,HaciendaLarapinta,4,2,120,250,2,10634415,Mi Llave
427080000,12000,531856,Ñuñoa,DubledeAlmeyda/Irarrázabal,5,3,205,250,,8723836,Jorge Pablo Caro Propiedades
355900000,10000,443213,Providencia,santaisabel,7,2,244,250,,10085786,Unne
804334000,22600,1001661,Colina,AvenidaLosBoldos,4,4,100,250,4,10044380,Houm
306074000,8600,381163,Huechuraba,Avenidaelsauce,4,4,140,250,2,11602096,Nexxos
140000000,3934,174346,Maipú,Ampliacasaenav.Lasdaliasmaipu,5,4,200,250,1,11579175,Movahome Corredores Integrados
150000000,4215,186800,Ñuñoa,callediez1841,3,1,120,250,2,11254842,Todo Propiedades
85000000,2388,105853,Lampa,Caciquecolinlampa,6,3,160,250,1,11225177,Todo Propiedades
430000000,12082,535492,LasCondes,pedrodegamboa399,3,2,120,250,2,11220789,Todo Propiedades
460000000,12925,572852,LasCondes,IsabelLaCatolica/FranciscoBilbao,4,3,125,250,3,11571348,
165000000,4636,205479,SanJoaquín,angol60sanJoaquín,3,2,110,250,2,11225757,Todo Propiedades
85000000,2388,105853,Lampa,Caciquecolin,6,3,160,250,1,11225234,Todo Propiedades
179729500,5050,223823,Peñaflor,Condominiovallesdepeñaflor,3,3,120,250,,11563549,Unne
150000000,4215,186800,QuintaNormal,SalvadorGutiérrez&Neptuno,1,1,40,250,6,7720097,
538441110,15129,670537,LoBarnechea,Padrealfredoarteaga/comandantemalbec,3,2,170,250,,6914656,Foix Realty 100
476906000,13400,593905,Vitacura,Vitacura,4,3,100,250,2,8636569,Ole Propiedades
226000000,6350,281445,Santiago,Atacama/Maipu,4,4,250,250,,6077142,Jorge Pablo Caro Propiedades
505378000,14200,629362,LasCondes,CharlesHamilton,5,3,147,250,2,10523923,Vivaqui Propiedades
8400,0,10,Santiago,AvenidaQuebradadeMacul&AvenidaConsistorial,4,3,127,250,2,11550593,
175000000,4917,217933,Melipilla,Chacasanpedro,3,3,130,250,2,10555242,Vivaqui Propiedades
313192000,8800,390027,Huechuraba,Albertoundurraga,5,3,140,250,2,8715173,Unne
245571000,6900,305817,PadreHurtado,Ventacasadospisoscondominiopadrehurtado,3,3,110,250,,10528298,Movahome Corredores Integrados
462670000,13000,576177,Ñuñoa,Nancy,5,3,204,250,2,9747532,Mi Llave
341308100,9590,425041,Maipú,AlcaldeJoséLuisInfanteLarraín/Lautaro,5,3,139,250,1,6562090,Procasa Inmobiliaria Echagüe
130000000,3653,161893,Maipú,FranciscoPizarro,5,2,190,250,2,5623065,Houm
152000000,4271,189290,PuenteAlto,AvenidaParquedelEste,3,2,113,250,2,8458552,Houm
224217000,6300,279224,Maipú,CondominioBarrioCentral/AlcaldeJoseManuelInfanteLarrain,3,3,104,250,2,11155279,Mauricio Pino Propiedades
426368200,11980,530969,LoBarnechea,ElRodeo,5,3,180,250,2,11157259,Nexxos
246709880,6932,307235,Conchalí,tenienteYavarConchalí,5,2,198,250,,11137194,Nexxos
195745000,5500,243767,PedroAguirreCerda,TeresaVial/AngelGuarello,5,2,140,250,,9291823,Propiedades Centro Santiago SPA
444875000,12500,554016,LasCondes,PinzonPontevedra,4,3,130,250,,11102657,Nexxos
170000000,4777,211706,SanJoaquín,AlorientevicuñaMackenna,4,2,83,250,4,11490437,Easyprop
395049000,11100,491966,Providencia,Generalbari,5,3,200,250,1,9055335,Easyprop
373695000,10500,465374,Huechuraba,PedroFontova/SantaRosa,4,4,150,250,2,9961183,Mauricio Pino Propiedades
498000000,13993,620174,Vitacura,ElZodiaco/Vitacura,3,2,107,250,,5711446,Finhabit
150000000,4215,186800,Ñuñoa,Avgrecia,3,1,120,250,4,8050009,Mi Llave
140000000,3934,174346,ElBosque,GranAvenidaJoséMiguelCarreraYC62338/Mayorga,4,1,116,250,,11455714,Propiedades Centro Santiago SPA
167000000,4692,207970,PuenteAlto,Avenidaparquedeleste,3,2,121,250,,10734061,Movahome Corredores Integrados
92284870,2593,114925,CaleradeTango,Vivetranquiloencaleradetango,5,2,97,250,,10200965,Movahome Corredores Integrados
231335000,6500,288088,SanBernardo,SanBernardo,3,3,97,250,3,7853630,SyA Propiedades LTDA.
97000000,2725,120797,PuenteAlto,Av.ConchayToroAG/Independencia,4,2,90,250,,8560598,Propiedades Centro Santiago SPA
205000000,5760,255293,PuenteAlto,Condominiomiradordelahacienda,4,3,250,250,2,9651939,Unne
266569100,7490,331967,Huechuraba,pedrofontovanorte/elsauce,3,3,140,250,1,10101062,Pro Partners Propiedades
427080000,12000,531856,LaReina,Vicenteperezrosalescolegioandree/condominio-piscinacalossivavildosola,4,3,220,250,,8398113,Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
266925000,7500,332410,Huechuraba,pedrofontovanorte/elsauce,3,3,140,250,1,10136557,Pro Partners Propiedades
450000000,12644,560399,LasCondes,CarlosAlvarado,4,3,125,250,3,11226893,
299418670,8413,372875,Santiago,CanalJacaf47,5,3,140,250,,11305700,
142360000,4000,177285,Renca,SietedeNoviembre4409,5,3,160,250,3,10851197,
130000000,3653,161893,Cerrillos,Pasajeuno,3,1,103,250,2,7157303,
123000000,3456,153176,PuenteAlto,Lingue,3,2,80,250,5,9531750,Carolina Martinez Propiedades
470000000,13206,585305,Vitacura,SenegalNorte,5,4,130,250,2,8590563,Ole Propiedades
334546000,9400,416620,LasCondes,Alonsodecamargo/ivcentenario,4,3,100,251,3,12153774,Viel Propiedades dos Ltda.
319954100,8990,398448,LoBarnechea,Elrodeo13791,5,3,114,251,2,11244747,Todo Propiedades
374762700,10530,466703,LaReina,AvenidaEcheñique,1,1,72,251,2,8125889,Unne
282940500,7950,352354,Colina,Avenidarukan,4,3,106,251,3,10150125,Unne
398000000,11183,495641,LasCondes,FlorencioBarrios/PlazaLolco,4,2,84,251,2,7496301,Propiedades Ricardo Vial y Cia. Ltda.
546306500,15350,680332,LasCondes,FranciscodeAsís,4,4,181,252,2,12249107,Agustín Fuenzalida Propiedades
462670000,13000,576177,Vitacura,Lenca/LasHualtatas,5,3,139,252,,12144081,Viel Propiedades dos Ltda.
266569100,7490,331967,Quilicura,CondominioFundadoreseLoCampino,4,2,130,252,4,11816832,Unne
125000000,3512,155666,SanJoaquín,ParqueLaCastrina/SanJoaquin,3,1,92,252,2,11722934,Nexxos
288243410,8099,358958,Maipú,CanalPuyuhuapiPoniente,5,3,140,252,2,10680292,Unne
189943830,5337,236543,SanJoaquín,GluckconIsabelRiquelme,4,2,109,252,3,8476799,Unne
210000000,5901,261519,Recoleta,EmilianoZapata/DiagonalJoséMaríaCaro,5,2,181,252,,8515915,Mauricio Pino Propiedades
391490000,11000,487534,Ñuñoa,LosJardines/Pablo,3,3,121,252,4,10000158,Vivaqui Propiedades
338105000,9500,421052,LasCondes,Tezcuco1160,4,3,90,252,2,11222921,Todo Propiedades
131327100,3690,163546,SanBernardo,Avportalesoriente/maestranza/5pinos,5,2,167,252,4,10535463,Easyprop
266925000,7500,332410,Lampa,Chicauma,3,3,131,252,,9516138,Sucursal El Bosque Sur
391490000,11000,487534,Ñuñoa,Parquejuanxxiii,3,3,140,252,2,11096662,Nexxos
298600100,8390,371856,Colina,Hermosayampliacasaenventa!!chicureodentrodecondominolosnogalesiii.,3,3,118,252,4,11118541,Nexxos
348782000,9800,434349,Peñalolén,AvenidaElValle/Consistorial,4,2,128,252,3,8033813,Easyprop
396828500,11150,494182,LasCondes,Parnell,3,3,113,253,2,12323696,Sgq Propiedades
266569100,7490,331967,PuenteAlto,Lasvizcachas,4,3,160,253,,5484965,Nativo Propiedades
272263500,7650,339058,LaFlorida,UvadelaCordillera,3,2,144,253,2,7542785,Houm
142004100,3990,176842,QuintaNormal,Josejoaquinperèz/vicuñarosas,3,2,128,253,2,10542015,Mauricio Pino Propiedades
150000000,4215,186800,Maipú,Maipú,3,1,80,253,1,5900349,Agente Propiedades
230000000,6462,286426,Recoleta,FranciscoSilvaesquinaRicardoLemus,3,2,180,254,2,6433832,Unne
295397000,8300,367867,LaFlorida,Jardinesdelaviña/RojasMagallanes,4,3,138,254,2,11069890,Nexxos
487583000,13700,607202,LoBarnechea,Lagoleman,4,4,150,254,2,8496762,Easyprop
290000000,8148,361146,Macul,SectorVillaDivinaProvidencia,3,1,105,254,3,10615183,Unne
246496340,6926,306969,SanMiguel,Arcadia//Barcelona,4,3,155,254,,11289686,Unne
246496340,6926,306969,SanMiguel,Arcadia,4,3,254,254,,11372377,RUKAM SPA
202863000,5700,252631,Maipú,Av.Sur,4,2,134,255,,9885140,Nativo Propiedades
350000000,9834,435866,SanMiguel,Av.Departamentalag/granavenidajosemiguelcarrera,6,2,232,255,5,5343137,Propiedades Centro Santiago SPA
455552000,12800,567313,Ñuñoa,Granada,5,5,202,255,,11559207,Unne
459111000,12900,571745,Vitacura,Pioxii//lashuatatas//kennedy,3,2,90,255,3,11195383,Unne
179195650,5035,223158,SanMiguel,SantaRosa/Bermann,3,2,133,256,3,12290213,Bofill y  Asociados Ltda
316751000,8900,394460,Peñalolén,Colegiopedrovaldivia-quilin,5,4,140,256,2,12282163,Manterola Propiedades.
484024000,13600,602770,Vitacura,Buenaventura/PasajeCerrado,3,3,125,256,2,12277893,Vidal Riedel Propiedades - Las Condes.
405370100,11390,504820,LoBarnechea,PlazaSanEnrique,5,4,150,256,,12188901,Invictus Spa
130000000,3653,161893,SanJoaquín,PasajeItaliaconavenidaHayden,2,1,60,256,1,11961208,Corredores Asociados - OpenBrokers
260000000,7305,323786,Macul,Losolmos,4,3,181,256,2,10592177,Mi Llave
252689000,7100,314681,Buin,Altosacramento,4,3,122,256,,10733831,Movahome Corredores Integrados
145000000,4074,180573,Maipú,Covadonga3278,3,1,,256,,9716755,
128000000,3597,159402,SanJoaquín,PasajeItalia/haydn,5,1,60,256,2,8774564,
1014315000,28500,1263157,LoBarnechea,CaminoelHuinganal,4,3,257,257,3,9363754,Mujer Inmobiliaria
1014315000,28500,1263157,LoBarnechea,Vendohermosacasade4d/3b/3eenlobarnecheaa10minutosdelclubdegolfdeladehesa.,4,3,257,257,3,9360956,Easyprop
419962000,11800,522991,Peñalolén,CondominioVistaCordillera,4,3,168,257,2,10136579,Easyprop
473347000,13300,589473,LasCondes,Puntadeleste//LasCondes,4,2,110,258,2,12335775,Nexxos
125000000,3512,155666,Lampa,avlasflores,3,3,100,258,5,8030451,Easyprop
270484000,7600,336842,LaFlorida,Altomacul,3,3,113,258,2,10721179,
100000000,2810,124533,PuenteAlto,lavendimiaconlatopeadura,3,2,112,258,2,11552396,Nexxos
361594400,10160,450304,LasCondes,puntadeleste,4,2,110,258,2,9355431,Mi Llave
320310000,9000,398892,LaFlorida,¡Miraesto!¡Esespectacular!RojasMagallanes,4,4,177,259,3,4870914,Punto Exacto Corredora de Propiedades Ltda.
195000000,5479,242839,SanJoaquín,Loncoche6140,6,5,170,259,3,11225734,Todo Propiedades
220000000,6182,273973,Recoleta,CalleValdivieso,3,1,120,259,1,11421432,Partners & Advisers Propiedades
462670000,13000,576177,Peñalolén,AlvaroCasanova355,4,3,140,260,2,11011207,Samsara Propiedades y Asesorías
220622410,6199,274748,PadreHurtado,lagunadelsol,4,3,135,260,3,12313498,Corredores Asociados - OpenBrokers
